Flag,Description,Type,Part,Quantity,OptionGroup,OptionGroupPrompt,InstructionNote,ConfigurationSortOrder,InstructionSortOrder
Item,Add PS-Locking,Raw Good,PS-Locking,1,,,,5,7
Item,Add AC-01433,Raw Good,AC-01433,1,TC OUT,TC OUT,M-TCO,1,11
Item,Add BF-02000-R,Raw Good,BF-02000-R R0,1,,,,11,13
Item,Add BF-00300-F0,Raw Good,BF-00300-F0,1,,,,13,15
BOM,AP-02045,GMR1000 /PTP /D6 /PPS,Manufacture,1,,,,,
Item,Add AP-00313,Raw Good,AP-00313,1,,,,14,16
Item,Add AC-01421,Raw Good,AC-01421,1,,,,15,17
Item,Add BF-00001-BLK,Raw Good,BF-00001-BLK,1,CASE,CASE,,1,11
Item,Add HA-00020,Raw Good,HA-00020,2,,,,5,7
Item,Add WH-00062,Raw Good,WH-00062,1,,,,6,8
Item,Add AS-00005,Raw Good,AS-00005,1,,,,7,9
Item,Add PS-00021-R,Raw Good,PS-00021-R,1,Power,Power,,1,2
Item,Add PS-00007,Raw Good,PS-00007,1,Power,Power,,2,3
Item,Add HA-00006,Raw Good,HA-00006,1,,,,2,4
Item,Add BF-00062,Raw Good,BF-00062,2,,,,3,5
Item,Create AP-02045,Finished Good,AP-02045,1,,,,1,1
Item,Add PS-Locking,Raw Good,PS-Locking,1,,,,4,6
Item,Add AC-01416,Raw Good,AC-01416,1,PULSE,PULSE,,1,10
Item,Add BF-02000-R,Raw Good,BF-02000-R R0,1,,,,12,12
Item,Add AC-01431,Raw Good,AC-01431,1,DISPLAY,DISPLAY,,1,15
Item,PTP,Raw Good,EC-01440-DB9,1,BASE,BASE,,1,13
Item,PCB,Raw Good,EC-01400,1,HSO,HSO,X1,1,14
BOM,AP-05522,GMR5000 /GPS /Ru,Manufacture,1,,,,,
Item,Add AK-00104,Raw Good,AK-00104,1,,,,11,17
Item,Add NONE,Raw Good,NONE,1,ANTENNA,ANTENNA,,3,16
Item,Create AP-05522,Finished Good,AP-05522,1,,,,1,1
Item,BASE,Raw Good,EC-00750,1,,,REQUIRES EC-00750.14A BOM,1,2
Item,Add AS-00005,Raw Good,AS-00005,1,,,,2,3
Item,Add WH-00062,Raw Good,WH-00062,1,,,,3,4
Item,Add PL-00001,Raw Good,PL-00001,1,POWER CORD,POWER CORD,,1,5
Item,Add PL-00004,Raw Good,PL-00004,1,POWER CORD,POWER CORD,,2,6
Item,Add PL-00005,Raw Good,PL-00005,1,POWER CORD,POWER CORD,,3,7
Item,Add PL-00006,Raw Good,PL-00006,1,POWER CORD,POWER CORD,,4,8
Item,Add AC-00753-C,Raw Good,AC-00753-C,1,GPS/GNSS,GPS/GNSS,,1,9
Item,Add XA-10103,Raw Good,XA-10103,1,LAN1,LAN1,P5,1,10
Item,Add XA-10103,Raw Good,XA-10103,1,LAN2,LAN2,P3,1,11
Item,Add AC-00757,Raw Good,AC-00757,1,OSCILLATOR,OSCILLATOR,,1,12
Item,Add XA-10074,Raw Good,XA-10074,1,,,W1,9,13
Item,Add MCR GPS-Basic,Raw Good,GMR GPS-Basic,1,ANTENNA,ANTENNA,,1,14
Item,Add MCR GPS-Stnd,Raw Good,GMR GPS-Stnd,1,ANTENNA,ANTENNA,,2,15
BOM,AP-02043,GMR1000 /DS6 /GPS /TCG /TCR /HS2,Manufacture,1,,,,,
Item,Add BF-00300-F0,Raw Good,BF-00300-F0,1,DISPLAY,DISPLAY,,1,10
Item,Add BF-00001-BLK,Raw Good,BF-00001-BLK,1,CASE,CASE,,1,11
Item,Add NONE,Raw Good,NONE,1,ANTENNA,ANTENNA,,3,18
Item,Add AP-00313,Raw Good,AP-00313,1,,,,16,19
Item,Add AC-01421,Raw Good,AC-01421,1,,,,17,20
Item,Add HA-00020,Raw Good,HA-00020,2,,,,5,6
Item,Add WH-00062,Raw Good,WH-00062,1,,,,6,7
Item,Add AS-00005,Raw Good,AS-00005,1,,,,7,8
Item,Add DL-00006,Raw Good,DL-00006,1,,,D16,13,14
Item,Add PS-00021-R,Raw Good,PS-00021-R,1,Power,Power,,1,2
Item,Add HA-00006,Raw Good,HA-00006,1,,,,2,3
Item,Add BF-00062,Raw Good,BF-00062,2,,,,3,4
Item,Create AP-02043,Finished Good,AP-02043,1,,,,1,1
Item,Add PS-Locking,Raw Good,PS-Locking,1,,,,4,5
Item,Add AC-01411,Raw Good,AC-01411,1,HSO,HSO,,1,9
Item,Add DL-00029,Raw Good,DL-00029,1,,,D15,14,15
Item,Add BF-02000-R,Raw Good,BF-02000-R R0,1,,,,11,12
Item,NTP,Raw Good,EC-01410-DB9,1,BASE,BASE,,1,13
Item,Add MCR GPS-Basic,Raw Good,GMR GPS-Basic,1,ANTENNA,ANTENNA,,1,16
Item,Add MCR GPS-Stnd,Raw Good,GMR GPS-Stnd,1,ANTENNA,ANTENNA,,2,17
Item,Add AC-01414,Raw Good,AC-01414,1,GPS/GNSS,GPS/GNSS,,1,21
Item,Add AC-01433,Raw Good,AC-01433,1,TC OUT,TC OUT,,1,22
Item,Add AC-01424,Raw Good,AC-01424,1,DISPLAY,DISPLAY,,2,23
Item,Add AC-01434,Raw Good,AC-01434,1,TC IN,TC IN,,1,24
Item,Add BF-00300-F6,Raw Good,BF-00300-F6,1,DISPLAY,DISPLAY,,3,25
BOM,AP-02031,GMR1000 /D6 /GNSS /TCG /PPO /PPS /10MHz,Manufacture,1,,,,,
Item,Add NONE,Raw Good,NONE,1,ANTENNA,ANTENNA,,3,21
Item,Add AP-00313,Raw Good,AP-00313,1,,,,18,22
Item,Add AC-01421,Raw Good,AC-01421,1,,,,19,23
Item,Add HA-00020,Raw Good,HA-00020,2,,,,5,7
Item,Add WH-00062,Raw Good,WH-00062,1,,,,6,8
Item,Add AS-00005,Raw Good,AS-00005,1,,,,7,9
Item,Add PS-00021-R,Raw Good,PS-00021-R,1,Power,Power,,1,2
Item,Add PS-00007,Raw Good,PS-00007,1,Power,Power,,2,3
Item,Add HA-00006,Raw Good,HA-00006,1,,,,2,4
Item,Add BF-00062,Raw Good,BF-00062,2,,,,3,5
Item,Create AP-02031,Finished Good,AP-02031,1,,,,1,1
Item,Add PS-Locking,Raw Good,PS-Locking,1,,,,4,6
Item,PCB,Raw Good,EC-01401-1,1,HSO,HSO,M-HSO,1,10
Item,Add AC-01415,Raw Good,AC-01415,1,GPS/GNSS,GPS/GNSS,,1,11
Item,Add AC-01418,Raw Good,AC-01418,1,PULSE,PULSE,,1,12
Item,Add AC-01433,Raw Good,AC-01433,1,TC OUT,TC OUT,M-TCO,1,13
Item,Add AC-01424,Raw Good,AC-01424,1,DISPLAY,DISPLAY,,1,14
Item,Add BF-02000-R,Raw Good,BF-02000-R R0,1,,,,14,15
Item,NTP,Raw Good,EC-01410-DB9,1,BASE,BASE,,1,16
Item,Add BF-00001-BLK,Raw Good,BF-00001-BLK,1,CASE,CASE,,1,17
Item,Add ZC-00004,Raw Good,ZC-00004,1,10MHz,10MHz,10MHz OUT,1,18
Item,Add MCR GPS-Basic,Raw Good,GMR GPS-Basic,1,ANTENNA,ANTENNA,,1,19
Item,Add MCR GPS-Stnd,Raw Good,GMR GPS-Stnd,1,ANTENNA,ANTENNA,,2,20
BOM,AP-02044,GMR1000 /PTP /SYNC,Manufacture,1,,,,,
Item,Add BF-00001-BLK,Raw Good,BF-00001-BLK,1,CASE,CASE,,1,11
Item,Add AP-00313,Raw Good,AP-00313,1,,,,16,16
Item,Add AC-01421,Raw Good,AC-01421,1,,,,17,17
Item,Add HA-00020,Raw Good,HA-00020,2,,,,5,7
Item,Add WH-00062,Raw Good,WH-00062,1,,,,6,8
Item,Add AS-00005,Raw Good,AS-00005,1,,,,7,9
Item,Add DL-00006,Raw Good,DL-00006,1,,,D16,14,14
Item,Add PS-00021-R,Raw Good,PS-00021-R,1,Power,Power,,1,2
Item,Add PS-00007,Raw Good,PS-00007,1,Power,Power,,2,3
Item,Add HA-00006,Raw Good,HA-00006,1,,,,2,4
Item,Add BF-00062,Raw Good,BF-00062,2,,,,3,5
Item,Create AP-02044,Finished Good,AP-02044,1,,,,1,1
Item,Add PS-Locking,Raw Good,PS-Locking,1,,,,4,6
Item,Add DL-00029,Raw Good,DL-00029,1,,,D15,15,15
Item,Add AC-01417,Raw Good,AC-01417,1,PULSE,PULSE,,1,10
Item,Add BF-02000-R,Raw Good,BF-02000-R R0,1,,,,12,12
Item,PTP,Raw Good,EC-01440-DB9,1,BASE,BASE,,1,13
Item,Add EC-01400,Raw Good,EC-01400,1,HSO,HSO,,1,18
Item,Add BF-00300-F0P,Raw Good,BF-00300-F0P,1,DISPLAY,DISPLAY,,1,19
BOM,AP-02032,GMR1000 /GPS /10MHz,Manufacture,1,,,,,
Item,Add AP-00313,Raw Good,AP-00313,1,,,,17,20
Item,Add AC-01421,Raw Good,AC-01421,1,,,,18,21
Item,Add NONE,Raw Good,NONE,1,ANTENNA,ANTENNA,,3,19
Item,Add BF-00001-BLK,Raw Good,BF-00001-BLK,1,CASE,CASE,,1,11
Item,Add HA-00020,Raw Good,HA-00020,2,,,,5,6
Item,Add WH-00062,Raw Good,WH-00062,1,,,,6,7
Item,Add AS-00005,Raw Good,AS-00005,1,,,,7,8
Item,Add DL-00006,Raw Good,DL-00006,1,,,D16,14,15
Item,Add PS-00021-R,Raw Good,PS-00021-R,1,Power,Power,,1,1
Item,Add PS-00007,Raw Good,PS-00007,1,Power,Power,,2,2
Item,Add HA-00006,Raw Good,HA-00006,1,,,,2,3
Item,Add BF-00062,Raw Good,BF-00062,2,,,,3,4
Item,Add PS-Locking,Raw Good,PS-Locking,1,,,,4,5
Item,PCB,Raw Good,EC-01401-1,1,HSO,HSO,M-HSO,1,9
Item,Add DL-00029,Raw Good,DL-00029,1,,,D15,15,16
Item,Add AC-01414,Raw Good,AC-01414,1,GPS/GNSS,GPS/GNSS,,1,10
Item,Add BF-02000-R,Raw Good,BF-02000-R R0,1,,,,11,12
Item,NTP,Raw Good,EC-01410-DB9,1,BASE,BASE,,1,13
Item,Add ZC-00004,Raw Good,ZC-00004,1,10MHz,10MHz,10MHz OUT,1,14
Item,Add MCR GPS-Basic,Raw Good,GMR GPS-Basic,1,ANTENNA,ANTENNA,,1,17
Item,Add MCR GPS-Stnd,Raw Good,GMR GPS-Stnd,1,ANTENNA,ANTENNA,,2,18
Item,Create AP-02032,Finished Good,AP-02032,1,,,,1,22
BOM,AP-02037,GMR1000 /HS2 /PPS /SYNC/PPO,Manufacture,1,,,,,
Item,Add AC-01420,Raw Good,AC-01420,1,,,,20,22
Item,Add BF-00300-F0,Raw Good,BF-00300-F0,1,DISPLAY,DISPLAY,,1,11
Item,Add BF-00001-BLK,Raw Good,BF-00001-BLK,1,CASE,CASE,,1,12
Item,Add AC-01416,Raw Good,AC-01416,1,,,,18,20
Item,Add AC-01417,Raw Good,AC-01417,1,,,,19,21
Item,Add AP-00313,Raw Good,AP-00313,1,,,,16,18
Item,Add AC-01421,Raw Good,AC-01421,1,,,,17,19
Item,Add HA-00020,Raw Good,HA-00020,2,,,,5,7
Item,Add WH-00062,Raw Good,WH-00062,1,,,,6,8
Item,Add AS-00005,Raw Good,AS-00005,1,,,,7,9
Item,Add DL-00006,Raw Good,DL-00006,1,,,D16,14,16
Item,Add PS-00021-R,Raw Good,PS-00021-R,1,Power,Power,,1,2
Item,Add PS-00007,Raw Good,PS-00007,1,Power,Power,,2,3
Item,Add HA-00006,Raw Good,HA-00006,1,,,,2,4
Item,Add BF-00062,Raw Good,BF-00062,2,,,,3,5
Item,Create AP-02037,Finished Good,AP-02037,1,,,,1,1
Item,Add PS-Locking,Raw Good,PS-Locking,1,,,,4,6
Item,Add AC-01411,Raw Good,AC-01411,1,HSO,HSO,,1,10
Item,Add DL-00029,Raw Good,DL-00029,1,,,D15,15,17
Item,Add BF-02000-R,Raw Good,BF-02000-R R0,1,,,,11,13
Item,NTP,Raw Good,EC-01410-DB9,1,BASE,BASE,,1,14
Item,Add ZC-00004,Raw Good,ZC-00004,1,10MHz,10MHz,10MHz OUT,1,15
BOM,AP-05519,GMR5000 /TCG,Manufacture,1,,,,,
Item,Create AP-05519,Finished Good,AP-05519,1,,,,1,1
Item,BASE,Raw Good,EC-00750,1,,,,1,2
Item,Add AS-00005,Raw Good,AS-00005,1,,,,2,3
Item,Add WH-00062,Raw Good,WH-00062,1,,,,3,4
Item,Add PL-00001,Raw Good,PL-00001,1,POWER CORD,POWER CORD,,1,5
Item,Add PL-00004,Raw Good,PL-00004,1,POWER CORD,POWER CORD,,2,6
Item,Add PL-00005,Raw Good,PL-00005,1,POWER CORD,POWER CORD,,3,7
Item,Add PL-00006,Raw Good,PL-00006,1,POWER CORD,POWER CORD,,4,8
Item,Add XA-10103,Raw Good,XA-10103,1,LAN1,LAN1,P5,1,9
Item,Add XA-10103,Raw Good,XA-10103,1,LAN2,LAN2,P3,1,10
Item,Add AC-00755,Raw Good,AC-00755,1,TC OUTPUT,TC OUTPUT,,1,11
Item,Add AC-00756-1,Raw Good,AC-00756-1,1,OSCILLATOR,OSCILLATOR,,1,12
Item,Add XA-10074,Raw Good,XA-10074,1,,,W1,9,13
Item,Add AK-00104,Raw Good,AK-00104,1,,,,10,14
BOM,AP-02035,GMR1000 /D6 /GPS /HS2 /TCG /10MHz /SYNC,Manufacture,1,,,,,
